ID,admin_date,DOB,TODself_tot,TODparent_tot,TODteacher_tot
256022,8/23/2019,9/15/2005,65,73, 
256023,7/14/2019,5/9/2005,130,38,49
256024,7/21/2019,10/2/2002, , ,55
256025,7/16/2019,4/17/2007,68,53,36
256026,7/16/2019,1/23/2011,87,61, 
256027,7/21/2019,1/22/2010, , ,40
256029,7/21/2019,9/6/2007, , ,39
256031,7/14/2019,2/8/2001, , ,58
256032,7/17/2019,1/20/2005, , ,49
256037,7/27/2019,2/15/2011,70, ,52
256038,8/6/2019,10/2/2002,120,87,70
256039,8/14/2019,2/7/2008,74,42, 
256040,8/14/2019,4/27/2010,92,51, 
256041,8/14/2019,10/11/2006,100,86,84
256042,8/31/2019,9/4/2003,59,42, 
256043,8/14/2019,6/4/2001, ,63, 
256044,8/14/2019,12/13/2006,84, ,58
256048,9/2/2019,5/25/2006,118,54, 
256050,9/3/2019,3/17/2009,97, , 
259002,6/3/2019,9/11/2005,77,50, 
259005,6/6/2019,12/28/2008,61,37, 
259010,6/10/2019,7/16/2012,58,51, 
259012,6/13/2019,6/25/2004,62, , 
259014,6/16/2019,5/27/2011,69,42, 
259015,6/16/2019,5/19/2010,73,26, 
259016,6/18/2019,11/26/2003,82,56, 
259017,6/18/2019,3/14/2008,81,69, 
259018,6/18/2019,5/14/2010,86,64, 
259019,6/19/2019,8/10/2010,84, , 
259020,6/19/2019,8/10/2010,84, , 
259021,6/20/2019,3/21/2003,90, , 
259022,6/21/2019,3/1/2002,84,40, 
259024,6/24/2019,10/6/2000,51, , 
259025,6/26/2019,11/3/2009,80,71, 
259030,6/30/2019,5/14/2010,85,58, 
259032,6/30/2019,3/25/2006,72,51, 
259033,7/5/2019,3/8/2013,55,31, 
259036,7/8/2019,10/17/2012,51,43, 
259037,7/9/2019,3/25/2012,102,76, 
259038,7/9/2019,11/20/2007,96,72, 
259041,7/10/2019,6/26/2006,82,72, 
259042,7/10/2019,12/10/2009,64,28, 
259043,7/11/2019,9/28/2004,83,75, 
259044,7/11/2019,10/6/2009,86,63, 
259046,7/23/2019,4/30/2010,73,61, 
259047,7/23/2019,6/1/2012,82,52, 
259048,7/28/2019,1/15/2008,113,79, 
259049,8/1/2019,11/26/2012,89,36, 
259050,8/4/2019,4/23/2013,88,60, 
260001,5/18/2019,11/26/2007,56,34, 
260002,5/19/2019,5/15/2011,65,54,67
260003,5/20/2019,9/3/2009,83,66,61
260005,6/20/2019,5/17/2012,100,71,87
260007,6/27/2019,7/21/2011,99,75,87
260009,5/24/2019,12/19/2009,79, ,65
260016,6/11/2019,6/6/2011,100,59,78
260017,6/20/2019,6/27/2011,83,47,69
261001,6/4/2019,9/11/2009,78,51,64
261002,6/4/2019,8/25/2010,72,53,61
261003,7/11/2019,5/15/2013,70, ,72
261004,6/3/2019,3/17/2001,72,52, 
261006,6/3/2019,10/1/2010,72,37, 
261007,6/6/2019,9/1/2010,101, ,83
261008,6/6/2019,6/1/2011,65,32,43
261009,6/10/2019,12/9/2010,87,64,78
261010,6/11/2019,8/17/2010, , ,56
261011,6/11/2019,8/5/2005,54,66,67
261012,6/11/2019,8/31/2006,90,68, 
261013,6/12/2019,8/29/2008, ,54,60
261014,6/12/2019,4/18/2005,68, ,58
261015,6/12/2019,4/3/2001,54,30, 
261017,6/13/2019,9/10/2010,93,67,93
261018,6/13/2019,11/1/2002,91,68, 
261019,6/14/2019,11/7/2006,77,49, 
261020,6/14/2019,8/12/2003,55,36, 
261021,6/14/2019,11/14/2001, ,29, 
261022,6/17/2019,5/28/2008,82,54,37
261023,6/18/2019,9/26/2007, , ,68
261024,6/30/2019,1/24/2008,71,50,49
261025,6/30/2019,1/24/2008,89,69,69
261026,6/19/2019,1/27/2005,56,45,61
261027,7/1/2019,10/22/2012,82,58,43
261028,7/1/2019,5/29/2010,69,52,56
261029,6/20/2019,5/6/2004, ,55, 
261030,7/1/2019,9/3/2007, ,46,47
261033,6/24/2019,12/31/2006,87,65,78
261036,7/1/2019,5/24/2008,92,55,49
261037,6/26/2019,5/30/2010, ,68,92
261039,7/1/2019,10/15/2007,60,57,59
261040,6/27/2019,10/5/2005,50,36,51
261041,6/27/2019,9/2/2003,70,48, 
261042,7/1/2019,5/9/2008,75,57,36
261043,6/28/2019,10/1/2001,68,42,63
261045,7/2/2019,11/25/2007, , ,70
261046,7/3/2019,11/13/2012,90,63,40
261047,7/9/2019,5/11/2006, ,41,63
261048,7/9/2019,6/24/2007,51,43, 
261049,7/10/2019,12/19/2006, , ,86
262004,5/28/2019,5/13/2013,86,58,77
262008,6/5/2019,11/16/2012,90,67,78
262010,6/5/2019,9/25/2009,79,54,64
262011,6/9/2019,9/7/2007,80,57,67
262012,6/9/2019,3/31/2006,59,27,35
262013,6/9/2019,6/2/2007,70,68,72
262014,6/11/2019,10/16/2012,60,46,52
262015,6/11/2019,7/5/2009,73,52,59
262021,6/17/2019,5/16/2005,88,68, 
262022,6/19/2019,1/26/2007,101,56, 
262024,6/26/2019,1/29/2010,88,61, 
262025,6/26/2019,4/4/2008,108,61, 
262035,9/10/2019,7/2/2010,85,58,65
262036,9/10/2019,6/4/2009,50,36,57
262042,9/13/2019,9/14/2010,89,61,69
262046,9/19/2019,1/13/2006,70,58,76
262048,9/19/2019,2/9/2011,93,80,95
262052,10/3/2019,11/25/2009,91,88, 
262059,9/20/2019,7/20/2010,73,61,72
262064,10/1/2019,8/3/2009,80,42,54
262070,9/27/2019,8/9/2006,61,45, 
262072,9/27/2019,8/17/2011,59,38, 
262073,10/4/2019,11/16/2010,62,45, 
262074,10/3/2019,12/22/2009,82,45,51
264002,5/20/2019,3/9/2001,56,26, 
264007,5/24/2019,6/28/2004,93,75, 
264012,5/27/2019,8/8/2011,104,77, 
264027,6/10/2019,12/11/2006,55,36, 
264045,6/26/2019,11/16/2002,83,71, 
264047,7/18/2019,9/6/2009,88,66, 
264048,7/18/2019,1/10/2006,69,56, 
265001,5/29/2019,10/13/2006, , ,66
265002,5/30/2019,1/9/2007,113,90,77
265003,6/4/2019,10/22/2006, , ,76
265004,6/5/2019,9/21/2005,94,71,76
265005,6/6/2019,7/6/2007,73,52, 
265006,6/7/2019,7/4/2007, ,58,55
265007,6/10/2019,7/15/2006,59,50,57
265008,6/26/2019,7/28/2006, ,65, 
265009,6/14/2019,1/19/2008,63,42, 
265010,6/18/2019,7/29/2007,68,49,34
265011,6/25/2019,9/26/2004, ,83, 
265012,6/19/2019,8/30/2011,37,30, 
265013,6/19/2019,10/16/2006,69,52,44
265014,6/20/2019,6/15/2010,60,37, 
265015,6/19/2019,1/28/2012, ,58, 
265016,6/25/2019,1/5/2011,73,63,86
265017,7/8/2019,2/23/2005,96,78,94
265019,8/15/2019,2/18/2013,51,43,55
265020,9/4/2019,9/26/2008,98,59,77
265021,9/9/2019,8/11/2003, ,49,62
267001,8/11/2019,9/30/2003,88, , 
267002,8/11/2019,10/27/2003,74, , 
267003,8/12/2019,6/11/2008,97, , 
267004,8/12/2019,6/9/2007,76,51, 
267005,8/13/2019,12/25/2004,56, , 
267006,8/14/2019,12/5/2004,73, , 
267007,8/17/2019,2/11/2005, ,47, 
267008,8/20/2019,8/30/2007,98, , 
267009,8/20/2019,11/21/2006,76, , 
267010,8/20/2019,3/28/2004,89, , 
267011,8/21/2019,5/10/2004,94,78, 
267012,8/24/2019,5/18/2003, ,86, 
267014,8/31/2019,9/18/2004,67, , 
267016,8/31/2019,1/16/2005,101,87, 
267017,9/1/2019,5/21/2002,78, , 
267018,9/1/2019,3/29/2006,89, , 
267019,9/1/2019,5/14/2004,85, , 
267020,9/14/2019,9/30/2006,70, , 
267021,9/14/2019,8/25/2005,73, , 
267022,1/6/2020,12/4/2003,97, , 
267023,1/9/2020,12/26/2004,74,57, 
267024,1/12/2020,3/31/2008,78,33, 
268006,7/4/2019,7/28/2012,82,62, 
268007,7/7/2019,11/11/2006,75,28, 
268008,7/7/2019,10/7/2002,74, , 
269002,8/5/2019,11/3/2007,89,47, 
269003,8/19/2019,6/21/2005,82,62, 
269005,7/30/2019,12/19/2005,81, , 
269008,7/24/2019,1/29/2008,71,62, 
271001,8/7/2019,12/23/2011,90,69, 
271002,7/7/2019,12/28/2006,65,39,38
271003,8/7/2019,6/14/2007,87,60,98
271004,8/7/2019,1/4/2007,95,82,83
271005,7/5/2019,7/31/2007,88, , 
271006,7/14/2019,6/29/2006,53,26,33
271008,6/29/2019,10/24/2004,59,40, 
271010,6/29/2019,7/27/2001,57,47, 
271011,8/6/2019,1/23/2006, ,34,36
301001,6/30/2019,4/25/2011,106,79, 
302009,7/5/2019,5/5/2010,88,75, 
302010,7/29/2019,6/20/2011,123,65, 
302012,8/9/2019,5/29/2010,68,53, 
302015,7/1/2019,5/13/2009,84,73, 
302017,8/9/2019,5/1/2009, ,82, 
302019,7/18/2019,3/19/2008,109,73, 
302022,8/9/2019,10/10/2007,66,39, 
302023,8/9/2019,10/10/2007,72,32, 
302025,7/5/2019,3/24/2007,83,58, 
302026,8/5/2019,12/11/2006,68,53, 
302028,8/6/2019,4/29/2005,91,57, 
302029,7/17/2019,1/25/2003,88,73, 
302031,8/24/2019,9/9/2004,75,59, 
302033,9/1/2019,3/17/2003,75,52, 
307002,9/14/2019,6/22/2012, ,54, 
307004,8/14/2019,8/25/2012, ,69, 
307005,9/1/2019,1/4/2008, ,47, 
307006,8/23/2019,7/10/2008, ,38, 
307007,8/11/2019,6/1/2007, ,36, 
307008,9/15/2019,4/8/2010, ,53, 
307010,9/12/2019,1/21/2007, ,38, 
307011,9/15/2019,12/1/2006, ,54, 
307012,8/20/2019,9/22/2005, ,32, 
307013,9/8/2019,3/29/2006, ,32, 
307014,9/8/2019,1/28/2006, ,41, 
307016,9/2/2019,6/27/2003, ,29, 
307017,10/4/2019,3/5/2007, ,37, 
309001,8/10/2019,3/20/2009,61,45,32
309003,8/11/2019,7/3/2004,84,59,68
309005,8/12/2019,6/23/2008,92,70,78
309006,8/13/2019,10/30/2006,47,28,32
309007,8/13/2019,3/9/2006,68,29,50
309009,8/13/2019,1/16/2008,72,32,51
309010,8/15/2019,10/28/2007,112,76,88
309011,8/16/2019,5/25/2002,78,54,64
309012,8/16/2019,11/22/2002,75,50,73
309013,8/16/2019,12/13/2005,83,60,70
309017,8/18/2019,3/7/2009,84,56,65
309018,8/18/2019,7/9/2003,53,37,36
309019,8/18/2019,5/9/2006,66,54,49
309020,8/19/2019,4/17/2010,89,48,38
309022,8/21/2019,1/24/2003,70,95,36
309023,8/21/2019,2/6/2003,54,29,42
309024,8/22/2019,1/23/2010,81,42,56
309025,8/22/2019,6/4/2010,88,32,63
309027,8/22/2019,10/20/2011,104,34,34
309028,8/23/2019,3/15/2002,46,31,54
309030,8/23/2019,6/1/2005,68,31,32
309031,8/29/2019,9/22/2006, ,89,103
309032,8/30/2019,7/5/2008,69,29,33
309034,8/30/2019,4/22/2011,57,31,34
309037,8/31/2019,2/3/2002,71,28,32
309038,8/31/2019,2/28/2003,100,31,32
309039,8/31/2019,11/6/2001,115,88,106
309040,8/31/2019,11/27/2004,67,33,36
309041,9/4/2019,9/4/2008,79,64,67
309042,9/4/2019,4/13/2008,74,44,52
309044,9/6/2019,7/27/2009,76,28,34
309045,9/8/2019,4/22/2008,56,59,64
309046,9/8/2019,11/21/2005,66,46,61
309047,9/8/2019,2/27/2004,48,48,30
309048,9/8/2019,1/5/2004,62,46,70
309049,9/8/2019,12/28/2004,75,29,36
310004,9/26/2019,4/2/2011, , ,75
313002,11/2/2019,8/3/2010,98,52,93
313004,11/2/2019,9/9/2010,76,41, 
313005,11/12/2019,4/27/2002,100, , 
313006,11/23/2019,12/11/2007,103,69, 
313008,11/23/2019,4/5/2010,100,31, 
313009,11/29/2019,5/26/2006,62, , 
313010,12/1/2019,9/25/2003,120,97, 
313011,12/1/2019,5/17/2009,90,84,83
313012,12/1/2019,5/6/2004,99,72,79
313013,12/14/2019,1/18/2011,88,89,104
313014,12/14/2019,1/24/2007,94, , 
313015,12/14/2019,7/22/2005,74, , 
313016,12/21/2019,8/28/2006,78,70,54
313017,12/21/2019,7/7/2009,100,70, 
313020,12/28/2019,10/1/2009,103,74, 
313026,2/1/2020,7/25/2004,123,65,60
314003,11/10/2019,6/24/2008,73,53, 
314005,12/8/2019,7/27/2006,125,77, 
314006,12/28/2019,8/22/2006,61,40, 
314011,12/30/2019,12/6/2008,67,52, 
314013,1/6/2020,4/19/2007,91,78, 
314015,1/10/2020,12/10/2007,75,74, 
316002,11/16/2019,3/13/2010, ,60, 
316005,11/29/2019,10/20/2008, ,54, 
316006,11/30/2019,1/22/2006, ,49, 
316007,11/30/2019,6/26/2004, ,53, 
316010,11/16/2019,9/19/2004, ,57, 
316011,11/16/2019,12/31/2009, ,55, 
316012,1/11/2020,4/11/2003, ,29, 
316013,1/11/2020,11/1/2006, ,46, 
316014,1/4/2020,3/23/2007, ,69, 
317001,10/26/2019,9/27/2004,102,31, 
317002,11/14/2019,8/11/2010,90,57, 
317003,10/30/2019,11/21/2008,81,71, 
317004,11/1/2019,3/9/2007,84,53, 
317006,11/1/2019,12/18/2009,76,57, 
317007,11/3/2019,4/15/2011,79,60, 
317009,1/7/2020,3/14/2011,59, , 
317010,11/14/2019,3/29/2007,80,56, 
317013,1/5/2020,5/20/2003,59,31, 
317014,1/5/2020,9/10/2006,56,33, 
317015,1/19/2020,4/5/2010,81,63, 
318002,11/4/2019,3/16/2009, ,46, 
318003,11/4/2019,2/2/2006, ,60, 
318004,11/4/2019,12/19/2006, ,80, 
318008,11/29/2019,11/19/2003,85,56, 
321001,11/16/2019,10/29/2010, ,34, 
321002,11/16/2019,5/3/2005,73,37, 
321003,11/23/2019,2/9/2004,80, , 
321004,11/23/2019,11/26/2002,92, , 
321006,11/26/2019,1/19/2005,66,36, 
321009,12/6/2019,6/16/2010,88, , 
321010,12/6/2019,9/12/2004,82, , 
321011,12/7/2019,8/1/2006,81, , 
321013,12/9/2019,9/20/2004,89, , 
327001,11/30/2019,1/27/2009,60,32,47
327002,12/1/2019,1/10/2006, ,69,64
327005,12/9/2019,1/11/2009,94,60, 
327008,12/21/2019,7/11/2011, ,52,69
327009,12/21/2019,6/11/2007,80, , 
327010,12/20/2019,10/26/2010,100,74, 
327011,1/10/2020,9/7/2008,101,76,92
327012,1/13/2020,9/24/2009,91,67, 
327014,1/10/2020,9/27/2010, , ,53
327015,1/11/2020,12/21/2010, ,71,82
327016,1/11/2020,7/12/2011,74,58,67
327017,1/12/2020,6/14/2011,95,73,77
327018,1/13/2020,9/7/2010,67,59,68
327019,1/13/2020,9/13/2010,80,54, 
327020,1/13/2020,6/11/2011,92,74,71
327021,1/14/2020,12/13/2010,79,60, 
327022,1/14/2020,11/5/2010,110,82,102
327023,1/14/2020,12/22/2010,92,63, 
327026,1/25/2020,2/5/2009,65,53, 
327027,2/10/2020,8/15/2012,89,67, 
327028,2/11/2020,9/5/2011,71,58,63
327030,2/17/2020,7/27/2006,83, , 
327031,2/24/2020,12/4/2008, ,57,65
327032,2/17/2020,4/6/2002,75, ,59
327034,2/18/2020,11/22/2011,41,35, 
327036,2/19/2020,7/18/2007, ,53,61
327037,2/19/2020,11/10/2005, ,52,38
327039,2/20/2020,2/19/2008, , ,68
327040,2/20/2020,12/1/2003, , ,48
327042,2/20/2020,12/20/2001,66, , 
327043,2/22/2020,5/16/2005, ,31,42
327044,2/23/2020,9/8/2009,46,27,30
327045,3/2/2020,9/2/2009,78,62,69
327046,3/2/2020,9/2/2009,84,59,69
327047,2/24/2020,2/28/2011,105,82,84
327048,2/23/2020,7/16/2008,38, ,55
327049,2/24/2020,3/16/2004,68,41, 
327050,2/28/2020,12/19/2012,98,73,85
328010,3/12/2020,8/28/2007, , ,90
329002,12/20/2019,8/7/2007, ,37, 
329003,12/19/2019,4/13/2007,68,36,34
329004,1/28/2020,5/26/2009,67,32,61
329006,3/6/2020,2/14/2004,86,59, 
329007,2/20/2020,2/13/2008,73, , 
329008,2/27/2020,10/14/2005,88, , 
329014,2/26/2020,2/13/2008, ,55, 
329017,2/27/2020,7/11/2007,97,85, 
329018,2/14/2020,12/14/2006,85,37,44
331002,1/30/2020,5/13/2013, ,82, 
331003,2/18/2020,10/24/2011, ,65, 
331004,1/6/2020,1/11/2012, ,57, 
331005,1/23/2020,11/23/2010, ,45, 
331007,12/18/2019,11/3/2009, ,37, 
331008,1/6/2020,2/15/2010, ,56, 
331009,2/9/2020,6/29/2009, ,62, 
331011,12/26/2019,9/14/2007, ,67, 
331013,12/18/2019,8/4/2006, ,64, 
331014,12/18/2019,5/19/2005, ,38, 
331015,1/9/2020,12/17/2004, ,71, 
331016,1/9/2020,2/23/2003, ,49, 
333008,1/18/2020,11/28/2009,77,72, 
333009,1/26/2020,7/16/2003,87,55, 
333012,2/16/2020,5/7/2009,63,46, 
336001,12/8/2019,8/20/2009,47,28, 
336002,12/8/2019,8/22/2009,81,53, 
336004,12/11/2019,7/6/2007,80,59, 
336005,12/8/2019,8/20/2007,93,77, 
336007,2/5/2020,5/11/2005,85,50, 
336008,1/5/2020,7/5/2005,90,45, 
336010,2/12/2020,8/15/2006, ,33, 
336011,2/12/2020,6/9/2004, ,37, 
336012,2/10/2020,10/20/2009,76, , 
336013,2/10/2020,12/15/2006,74,64,79
336016,2/25/2020,5/20/2008,88,57, 
346002,3/3/2020,5/24/2012,99,83, 
346003,3/3/2020,1/25/2005,61, ,49
346004,3/3/2020,12/25/2007,78, , 
346005,3/3/2020,5/24/2011,74,59, 
346006,3/6/2020,12/18/2011,91,68, 
346007,3/3/2020,12/14/2011,100, ,90
346008,3/4/2020,7/30/2013, ,65, 
346009,3/4/2020,11/21/2010, ,83, 
346011,3/4/2020,7/7/2002,59, , 
346012,3/4/2020,2/19/2003,122, , 
346013,3/6/2020,9/10/2011, ,71, 
346014,3/5/2020,11/11/2011, , ,74
346015,3/5/2020,2/11/2011,94, , 
346017,3/12/2020,2/2/2012,98, , 
348001,2/1/2021,3/13/2014, ,61, 
348007,1/27/2021,6/25/2014, ,54, 
348008,1/26/2021,12/5/2013, ,49, 
348010,1/21/2021,6/13/2014, ,51, 
354001,9/9/2020,3/18/2013,79,77,105
354002,9/30/2020,2/18/2013,67,72, 
354003,10/30/2020,3/3/2013,47,45, 
354004,9/28/2020,1/19/2013,72,58, 
354005,10/19/2020,6/1/2012, ,95, 
354006,11/15/2020,4/9/2012,53,41, 
354007,11/25/2020,2/24/2012,37,26, 
354008,10/19/2020,5/4/2011,71,28, 
354009,11/20/2020,5/30/2011,77,61, 
354010,11/30/2020,9/28/2011, ,71, 
354011,10/26/2020,5/30/2010,56,45, 
354012,10/30/2020,4/13/2010,66,58, 
354015,11/6/2020,5/12/2007,68,43, 
354016,10/12/2020,4/18/2007,42,31, 
354017,11/2/2020,3/24/2007,47,48, 
354018,11/20/2020,4/1/2007,42,37, 
354019,11/16/2020,6/23/2006,42,31, 
354020,10/6/2020,4/8/2005,65,56, 
354021,10/27/2020,7/25/2005,47,34, 
354022,10/30/2020,7/1/2005,66,45, 
354023,11/19/2020,2/1/2005,52,33, 
354024,11/10/2020,2/14/2005,66,50, 
354025,9/25/2020,4/29/2004,38,30, 
354026,10/7/2020,7/4/2004,67,46, 
354027,9/19/2020,5/23/2003,48,32, 
354028,9/11/2020,6/9/2003,87,69, 
354029,9/14/2020,5/14/2003,86,65, 
354030,10/16/2020,4/30/2003,67,59, 
354031,11/9/2020,3/14/2003,45,30, 
354032,11/10/2020,4/15/2003,44,33, 
354033,10/3/2020,5/1/2003,86,52, 
354034,9/18/2020,8/7/2002,92,87, 
354035,9/4/2020,3/7/2003,42,36,37
354037,11/25/2020,2/28/2011,50,33, 
354038,11/25/2020,4/24/2011,53,36, 
354039,9/17/2020,6/22/2009,92,92,101
360001,11/19/2020,6/11/2011,67,71, 
360002,12/1/2020,8/4/2010,74, , 
360004,12/7/2020,3/12/2010,103,80, 
360005,12/8/2020,6/6/2008,100, , 
360006,12/9/2020,4/20/2010,94,64, 
360007,12/9/2020,2/29/2012,88,80, 
360008,12/10/2020,10/21/2011,101,69, 
360009,12/11/2020,4/13/2011,88,68, 
360010,12/14/2020,11/24/2011,93,67, 
360011,12/15/2020,7/6/2011,101,71, 
360012,12/16/2020,12/4/2012, ,74, 
360013,12/16/2020,8/19/2011,81,63, 
360014,12/17/2020,12/16/2012, ,78, 
360015,12/18/2020,3/14/2012,91, , 
360017,1/6/2021,3/14/2010,111, , 
360018,1/7/2021,6/26/2009,101, , 
360020,1/8/2021,2/11/2010,94,84, 
360023,1/13/2021,3/17/2009,82,73, 
360024,1/14/2021,7/7/2012,87, , 
360026,1/25/2021,6/14/2011, ,84, 
360029,1/29/2021,10/29/2012,105, , 
360033,2/4/2021,5/4/2009,91,70, 
360035,2/8/2021,12/10/2013,99, , 
360036,2/9/2021,11/24/2009, ,72, 
360037,2/10/2021,3/17/2010, ,84, 
360038,2/22/2021,4/4/2013, ,72, 
360040,2/24/2021,2/12/2010,99, , 
362001,1/30/2021,5/5/2005,93,56, 
362002,1/30/2021,8/30/2012,85,71, 
362004,2/6/2021,4/24/2012,85,60, 
362005,2/6/2021,5/4/2009, ,61, 
362006,2/27/2021,12/16/2012, ,59, 
362007,2/27/2021,9/14/2007,93,68, 
362008,2/27/2021,12/10/2012,88,66, 
362010,3/6/2021,10/8/2012,102,92, 
