ID,RFW_combo,RFW_combo_ss,RFQ_combo,RFQ_combo_ss
360026,,,204,103
360027,,,181,91
360028,,,171,86
360029,,,208,105
360030,,,183,92
360031,,,188,94
360032,,,193,97
360033,,,186,93
360034,,,182,91
360035,157,83,,
360036,,,167,84
360037,,,182,91
360038,,,217,110
360039,,,194,97
360040,,,160,81
360041,161,87,,
360042,181,98,,
360043,,,207,104
360044,,,159,81
360045,,,172,86
360046,,,163,82
361001,,,200,100
361002,,,177,89
361003,,,128,69
361004,,,173,87
361005,,,170,85
361006,,,187,94
361007,,,149,77
361009,,,181,91
361013,,,164,83
361019,,,179,90
361020,,,220,112
361021,,,143,74
361023,,,185,93
361025,,,179,90
361026,,,160,81
361027,,,137,72
361028,,,150,77
362001,,,168,85
362002,,,183,92
362003,,,182,91
362004,,,187,94
362005,,,180,90
362006,,,203,102
362007,,,219,111
362008,,,186,93
362009,,,232,119
362010,,,154,79
363001,209,105,,
363002,205,103,,
363003,167,92,,
363004,145,79,,
363005,175,94,,
363006,168,93,,
363008,159,85,,
363009,158,84,,
401001,238,123,,
401010,179,97,,
401011,176,95,,
401012,,,185,93
401013,218,109,,
401014,,,166,84
401015,175,94,,
401016,225,113,,
401017,169,93,,
401018,239,124,,
401019,187,100,,
501001,,,182,91
501002,,,221,113
501003,,,220,112
501004,,,171,86
501006,,,190,95
501007,,,230,118
501008,,,169,85
501009,,,209,105
501012,,,206,104
501013,,,200,100
501014,,,192,96
501016,,,240,125
501018,,,206,104
501020,,,226,116
501021,,,178,89
501022,,,191,96
501023,,,219,111
501024,,,161,82
501027,,,223,114
501028,,,199,100
501029,,,193,97
999001,,,247,129
